State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS , Volunteer Drivers , Personal Vehicles ,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
2R02,20977,2R02-080,Intercity - Passenger Bus - NY Trailways,,,Rural Reporter,Rural,Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,499 Hurley Ave,,,Hurley,NY,12443,,2,http://www.trailwaysny.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R02,20978,2R02-081,Intercity - Pine Hill-Kingston Trailways,,,Rural Reporter,Rural,Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,499 Hurley Ave,,,Hurley,NY,12443,,2,http://www.trailwaysny.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R02,20980,2R02-052,Wyoming Transit Service,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,18 West Buffalo St,,,Warsaw,NY,14569,,2,https://www.myrts.com,,,,,,,,,,, 14 ,, 14 , -   , -   ,Tier II,,,
2R02,20981,2R02-025,Gloversville City Hall,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,3 Frontage Rd,,,Gloversville,NY,12078,2803,2,http://www.ride-gts.com/,,HN4RDH2VCQL6,,,,,,,,, 6 ,, 6 , -   , -   ,Tier II,,,
2R02,20982,2R02-082,Intercity - Shortline - Hudson Transit (1),,,Rural Reporter,Rural,Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,4 Leisure Ln,,,Mahwah,NJ,7430,1038,2,http://www.coachusa.com/shortline/,,RU4LZJHKL3N7,,,,,,,,,,, -   ,,,Tier II,,,
2R02,20983,2R02-051,Wayne Area Transportation Service,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,7227 Rt 31,,,Lyons,NY,14489,,2,http://www.myrts.com/Wayne,,,,,,,,,,, 34 ,, 34 , -   , -   ,Tier II,,,
2R02,20986,2R02-074,Intercity-Birnie Bus,,,Rural Reporter,Rural,Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,1300 Floyd Ave,STE B,630,Rome,NY,13440,4600,2,http://www.birniebus.com/routes.php?expandable=4,,NDV6K38VVD69,,,,,,,,,,, -   ,,,Tier II,,,
2R02,20988,2R02-012,City of Port Jervis,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,1 Franklin Street,,,Port Jervis,NY,12771,,2,http://www.orangecountygov.com,,,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
2R02,20991,2R02-038,St Lawrence County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,48 Court St,Court House,,Canton,NY,13617,1161,2,https://www.stlawco.org/Departments/PublicTransportation/,,ECBEXYEC94B5,,,,,,,,,, 24 , 24 , 49 , 49 ,Tier II,,,
2R02,20992,2R02-024,Franklin County Public Transportation,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,355 W Main St,SUITE 140,,Malone,NY,12953,1826,2,http://www.franklincony.org,,QFN3LUM8CQ69,,,,,,,,,, 15 , 15 , -   , -   ,Tier II,,,
2R02,20998,,Otsego County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,140 County Hwy 33 W Ste 2,,,Cooperstown,NY,13326,,2,http://www.otsegocounty.com,,N77NCKNWK6D4,,,,,,,,,, 8 , 8 , -   , -   ,Tier II,,,
2R02,20999,,Columbia County-NY,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,401 State St,,,Hudson,NY,12534,1915,2,http://www.columbiacountyny.com,,DK66A82VNA81,,,,,,,,,, 4 , 4 , -   , -   ,Tier II,,,
2R02,21000,,Yates County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,416 Liberty Street,,,Penn Yan,NY,14527,,2,www.yatestransitservice.com,,,,,,,,,,, 8 ,, 8 , -   , -   ,Tier II,,,
,22929,2T02,Seneca Nation of Indians,SNI,,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,90 Ohiyo Way,,231,Salamanca,NY,14779,231,2,http://www.sni.org/,6855,NP8CJMPNLNS7,,,36,New York Non-UZA,"Oil Springs Reservation, NY; Cattaraugus Reservation, NY; Allegany Reservation, NY"," 3,425,270 ", -   , -   ,, 2 , 2 ,,,Tier II,,,
,22930,,New York City Economic Development Corporation,NYCEDC,,Full Reporter,Urban,Corporation,,,,6/30/2022,10/31/2022,1 Liberty Plz 165 Bdwy 14 Fl,,,New York,NY,10006,,2,https://www.ferry.nyc/,1788,EHEYGX7RD4V3, 13 ," 576,545 ",63217,"New York--Jersey City--Newark, NY--NJ",," 19,426,449 "," 5,981 "," 3,248 ",, 28 , 28 ,,,Tier II,,,
2R01,22931,,Bayonne Economic Opportunity Foundation,,,Reduced Asset Reporter,Asset,Corporation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,555 Kennedy Boulevard,,1032,Bayonne,NJ,7002,1032,2,http://beof.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22932,,Borough of Carteret,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,61 Cooke Avenue - Memorial Municipal Building,,,Carteret,NJ,7008,2602,2,https://www.carteret.net,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22933,,Borough of Cliffside Park Housing Authority,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,500 Gorge Road,,,Cliffside Park,NJ,7010,2243,2,https://www.cphousingauthority.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22934,,Borough of Roselle Park,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,314 Chestnut Street - Casano Community Center,,,Roselle Park,NJ,7204,1904,2,http://rosellepark.net,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22936,,City of Margate (NJ),,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,9001 Winchester Avenue,,,Margate,NJ,8402,1239,2,https://www.margate-nj.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22937,,City of Passaic,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,330 Passaic Street,,,Passaic,NJ,7055,5815,2,https://www.cityofpassaic.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22938,,County of Passaic,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1310 Route 23 North - Passaic County Paratransit Offices,,,Wayne,NJ,7470,5825,2,http://www.passaiccountynj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22939,,City of Plainfield,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,"400 East Front Street, 1St Floor-Plainfield Senior Citizens Ctr",,,Plainfield,NJ,7060,1720,2,http://www.plainfieldnj.gov,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22940,,City of Pleasantville,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,18 N. First Street,,,Pleasantville,NJ,8232,2604,2,http://www.pleasantville-nj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22941,,County of Ocean,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1959 Route 9 - Cn 2191,,,Toms River,NJ,8755,1211,2,http://www.co.ocean.nj.us,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22942,,County of Union,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,79 West Grand Street,,,Elizabeth,NJ,7202,3451,2,http://ucnj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22943,,Long Beach Island Community Center Inc.,,,Reduced Asset Reporter,Asset,Corporation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,4700 Long Beach Boulevard - St. Francis Senior Center,,,Brant Beach,NJ,8008,3926,2,http://stfranciscenterlbi.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22944,,"The Greater Mercer Transportation Management Association, Inc.",,,Reduced Asset Reporter,Asset,Corporation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,15 Roszel Road,,,Princeton,NJ,8540,,2,https://gmtma.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22945,,Town of Kearny,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,645 Kearny Avenue,,,Kearny,NJ,7032,2605,2,http://kearnynj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22946,,Township of Cranford,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,8 Springfield Avenue,,,Cranford,NJ,7016,2181,2,https://www.cranfordnj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22948,,Township of Nutley,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,44 Park Avenue,,,Nutley,NJ,7110,2786,2,https://www.nutleynj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22949,,Township of South Brunswick,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,540 Ridge Road,,,Monmouth Junction,NJ,8852,9808,2,https://www.southbrunswicknj.gov,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22951,,Township of Union,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1976 Morris Avenue,,,Union,NJ,7083,3597,2,https://uniontownship.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22952,,Town of Secaucus,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1203 Paterson Plank Road,,,Secaucus,NJ,7094,3226,2,https://secaucusnj.gov,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22953,,Township of Bloomfield,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,84 Broad Street - Municipal Plaza,,,Bloomfield,NJ,7003,2522,2,https://www.bloomfieldtwpnj.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22954,,Township of Cherry Hill,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,820 Mercer Street,,,Cherry Hill,NJ,8002,2638,2,https://www.cherryhill-nj.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22955,,Township of Edison,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,2963 Woodbridge Avenue,,,Edison,NJ,8837,3402,2,http://www.edisonnj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22956,,Township of Ewing,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,2 Jake Garzio Drive,,,Ewing,NJ,8628,1544,2,http://ewingnj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22957,,Township of Jefferson,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1033 Weldon Road,,,Lake Hopatcong,NJ,7849,2332,2,http://www.jeffersontownship.net,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22958,,"Township of Mahwah, Inc.",,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,475 Corporate Drive,,733,Mahwah,NJ,7430,733,2,http://mahwahtwp.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22959,,Township of Monroe,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,12 Halsey Reed Road,,,Monroe Township,NJ,8831,5949,2,http://www.monroetwp.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22960,,Township of North Bergen Inc.,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,4233 Kennedy Boulevard,,,North Bergen,NJ,7047,2779,2,http://www.northbergen.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22961,,Township of Pemberton,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,500 Pemberton-Browns Mills Road,,,Pemberton,NJ,8068,1539,2,http://www.pemberton-twp.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22962,,Township of Pequannock,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,530 Newark Pompton Turnpike,,,Pompton Plains,NJ,7444,1799,2,http://peqtwp.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22963,,Township of Teaneck,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,818 Teaneck Road,,,Teaneck,NJ,7666,4599,2,https://www.teanecknj.gov,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22964,,Township of Washington,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,,,1106,Turnersville,NJ,8012,1106,2,http://www.twpofwashington.us,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22966,,Borough of Fort Lee,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,309 Main Street,,1113,Fort Lee,NJ,7024,4705,2,http://fortleenj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22967,,"Borough of Sayreville, Inc.",,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,167 Main Street,,,Sayreville,NJ,8872,1149,2,http://www.sayreville.com,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22968,,City of Paterson,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,165 5Th Avenue - 2Nd Floor,,,Paterson,NJ,7524,1220,2,https://www.patersonnj.gov,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22969,,County of Hudson,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,830 Bergen Avenue,,,Jersey City,NJ,7306,4507,2,http://www.hudsoncountynj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22971,,Mid-Atlantic States Career and Education Center Inc.,,,Reduced Asset Reporter,Asset,Corporation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,111 S. Broadway,,,Pennsville,NJ,8070,2038,2,https://wegrowpeople.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22974,,Township of Brick,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,401 Chambersbridge Road,,,Brick,NJ,8723,2807,2,http://www.bricktownship.net,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22975,,Township of Livingston,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,204 Hillside Avenue,,,Livingston,NJ,7039,3646,2,https://livingstonnj.org,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22977,,The Voorhees Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,2400 Voorhees Town Ctr,,,Voorhees,NJ,8043,1944,2,https://voorheesnj.com/,,KBXLYXJ6NTK4,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22978,,The Township of East Brunswick,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,1 Civic Center Dr,,,East Brunswick,NJ,8816,3548,2,https://www.eastbrunswick.org/,,XV3FAPFK7328,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22979,,The City of Perth Amboy Department of Human Services,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,One Olive Street,,,Perth Amboy,NJ,8664,4451,2,https://www.perthamboynj.org/cms/one.aspx?pageId=12072871,,,,,,,,,,,,, -   ,,,Tier II,,,
2R01,22980,,The Borough of Keyport,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,2R01,NJ Transit,Asset Subrecipient,6/30/2022,10/31/2022,,,,,NJ,,,2,https://www.keyportonline.com/seniors,,R8J6NX4LUDL1,,,,,,,,,,, -   ,,,Tier II,,,
,2R01,2R01,NJ Transit,NJTRANSIT,,State Reporter,Rural,,,,,6/30/2022,10/31/2022,One Penn Plaza East,,,Newark,NJ,7105,2246,2,http://www.njtransit.com/,1414,,,,,,,,,,,, -   ,,,Tier II,21,15," $589,197 "
,2R02,2R02,New York Department of Transportation,NYSDOT,,State Reporter,Rural,,,,,12/31/2022,4/30/2023,50 Wolf Rd,50 Wolf Road,,Albany,NY,12205,2618,2,http://www.nysdot.gov/,1791,LFQHKAJ9Q2H8,,,,,,,,,,, -   ,,,Tier II,62,45," $1,476,072 "
,30001,3001,Kanawha Valley Regional Transportation Authority,KVRTA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,1550 4Th Ave,,1188,Charleston,WV,25387,2412,3,http://www.rideonkrt.com/,1464,LYWKAWJ4RH85, 902 ," 178,281 ",15481,"Charleston, WV",," 140,958 "," 1,517 ", 93 , 44 ,, 44 ,,,Tier II,,,
,30002,3002,The Tri-State Transit Authority,TTA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,1120 Viriginia Ave,,7965,Hunnington,WV,25727,,3,http://www.tta-wv.com/,1467,RHVPAXXEARE5, 92 ," 144,339 ",40753,"Huntington, WV--KY--OH",," 200,157 "," 1,553 ", 129 , 33 ,, 33 ,,,Tier II,,,
,30003,3003,Mid-Ohio Valley Transit Authority,MOVTA,Easy Rider,Reduced Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,520 Juliana St,,,Parkersburg,WV,26101,5160,3,http://www.easyriderbus.com/,1469,UJSMUJ5ULF13, 14 ," 39,979 ",67672,"Parkersburg, WV--OH",," 62,500 "," 1,567 ", 40 , 13 ,, 13 ,,,Tier II,,,
,30006,3006,Greater Richmond Transit Company,GRTC Transit System,,Full Reporter,Urban,Publicly-Owned or Privately Chartered Corporation,,,,6/30/2022,10/31/2022,301 E Belt Blvd,,,Richmond,VA,23224,1701,3,http://www.ridegrtc.com/,1458,EASWE3ZBEKT5, 186 ," 452,319 ",74746,"Richmond, VA",," 1,059,150 "," 2,067 ", 512 , 122 , 114 , 236 ,,,Tier I (Fixed Route VOMS),,,
,30007,3007,Greater Roanoke Transit Company,Valley Metro,,Full Reporter,Urban,Publicly-Owned or Privately Chartered Corporation,,,,6/30/2022,10/31/2022,1108 Campbell Ave Se,,13247,Roanoke,VA,24013,1118,3,http://valleymetro.com/,1460,UPQ1ZXFE4B27, 43 ," 132,259 ",75421,"Roanoke, VA",," 217,312 "," 1,732 ", 126 , 24 , 17 , 41 ,,,Tier II,,,
,30008,3008,Greater Lynchburg Transit Company,GLTC,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,419 Bradley Dr,,11286,Lynchburg,VA,24501,4901,3,http://www.gltconline.com/,1455,SG5VAFXJL3E5, 72 ," 80,846 ",52201,"Lynchburg, VA",," 125,596 "," 1,371 ", 92 , 18 ,, 18 ,,,Tier II,,,
,30009,3009,City of Petersburg ,PAT,Petersburg Area Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,135 N Union St,,,Petersburg,VA,23803,3267,3,http://www.petersburgva.gov/299/Petersburg-Area-Transit,1457,YS41NNRLGL78, 7 ," 72,422 ",74746,"Richmond, VA",," 1,059,150 "," 2,067 ", 512 , 17 ,, 17 ,,,Tier II,,,
,30010,3010,Lehigh and Northampton Transportation Authority,LANTA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,1060 Lehigh St,,,Allentown,PA,18103,3130,3,http://www.lantabus.com/,1419,JSBPUB31WRK6, 324 ," 533,100 ",1495,"Allentown--Bethlehem, PA--NJ",," 621,703 "," 2,377 ", 262 , 71 , 47 , 118 ,,,Tier II,,,
,30011,3011,Altoona Metro Transit,,AMTRAN,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,3301 5Th Ave,,,Altoona,PA,16602,1801,3,http://www.amtran.org/,1420,Q1ZXWTLSB523, 25 ," 69,608 ",1792,"Altoona, PA",," 74,426 "," 2,011 ", 37 , 21 , 12 , 33 ,,,Tier II,,,
